Name,Year,Brand,Mileage,Price,Reviews,Rating,BrandNum
2017 Ford F-150 Platinum,2017,Ford,69629,26000,12,3.0,0
2019 RAM 1500 Rebel,2019,RAM,44452,35985,955,4.8,1
2017 RAM 1500 SLT,2017,RAM,70964,23604,474,4.4,1
2016 Ford F-250 Super Duty,2016,Ford,122164,24790,32,4.3,0
2017 Nissan Titan XD SL,2017,Nissan,58033,34603,474,4.4,2
2015 Toyota Tundra 1794,2015,Toyota,75023,31995,77,4.5,3
2019 GMC Sierra 1500 SLT,2019,GMC,12250,48950,223,4.8,4
2005 Dodge Ram 1500 SLT/Laramie Quad Cab,2005,Dodge,72913,17995,27,5.0,5
2017 RAM 2500 Tradesman,2017,RAM,52677,36975,30,4.6,1
2018 GMC Sierra 2500 SLE,2018,GMC,58885,39500,9,3.9,4
2008 Chevrolet Silverado 3500 LTZ Crew Cab,2008,Chevrolet,178168,26000,154,4.9,6
2019 Nissan Titan S,2019,Nissan,6457,35700,3327,3.6,2
2018 Ford F-150 XL,2018,Ford,45838,32978,34,4.1,0
2018 Ford F-250 XLT,2018,Ford,56208,39595,104,4.4,0
2013 Ford F-250 Platinum,2013,Ford,97000,34900,0,0.0,0
2018 Nissan Titan SV,2018,Nissan,22295,34995,104,4.4,2
2010 Ford F-250 XLT,2010,Ford,174607,14995,0,0.0,0
2010 Nissan Titan XE,2010,Nissan,107732,12776,232,2.3,2
2019 Ford F-150 XLT,2019,Ford,27930,33995,40,4.8,0
2013 Chevrolet Avalanche LS,2013,Chevrolet,57864,14900,2135,4.9,6
2008 Ford F-150 FX4 SuperCrew,2008,Ford,169788,11900,1,5.0,0
2017 Nissan Titan XD SV,2017,Nissan,54376,33995,140,4.8,2
2007 Lincoln Mark LT,2007,Lincoln,113880,13822,31,4.5,7
2006 Dodge Ram 1500 SLT,2006,Dodge,154209,3500,31,4.5,5
2015 Ford F-150 XLT,2015,Ford,25375,32277,11,3.4,0
2010 Ford Explorer Sport Trac Limited,2010,Ford,163327,11984,36,4.5,0
2015 Chevrolet Silverado 2500 LTZ,2015,Chevrolet,156669,37900,17,3.5,6
2019 GMC Sierra 1500 SLT,2019,GMC,6960,48500,52,4.7,4
2017 Nissan Titan Platinum Reserve,2017,Nissan,33010,36974,46,4.9,2
2016 RAM 1500 SLT,2016,RAM,28491,23838,46,4.9,1
2018 Ford F-250 XL,2018,Ford,64694,36500,211,4.6,0
2009 Hummer H3T Alpha,2009,Hummer,156700,22411,5,5.0,8
2020 Chevrolet Silverado 1500 Custom,2020,Chevrolet,9096,43900,380,4.8,6
2019 Nissan Titan SV,2019,Nissan,16672,33900,89,4.0,2
2018 Ford F-150 XLT,2018,Ford,28262,35971,525,4.6,0
2016 Ford F-150 XLT,2016,Ford,24250,33995,87,3.8,0
2017 Ford F-250 XLT,2017,Ford,39907,39998,3,2.3,0
2014 Chevrolet Silverado 1500 1LT,2014,Chevrolet,106000,23995,199,4.5,6
2005 Dodge Ram 1500 SLT/Laramie Quad Cab,2005,Dodge,177050,6477,31,5.0,5
2018 GMC Sierra 1500 SLE,2018,GMC,33871,39998,3,2.3,4
2019 GMC Sierra 1500 AT4,2019,GMC,41139,47998,3,2.3,4
2020 RAM 1500 Laramie,2020,RAM,8274,48998,3,2.3,1
2019 Chevrolet Silverado 1500 Custom Trail Boss,2019,Chevrolet,13494,44498,3,2.3,6
2019 Toyota Tundra SR5,2019,Toyota,11226,38995,1101,4.5,3
2019 Nissan Titan SV,2019,Nissan,8304,34990,3982,4.3,2
2019 Nissan Titan SV,2019,Nissan,2558,29999,262,4.8,2
2017 Nissan Titan SV,2017,Nissan,61410,25227,776,4.7,2
2019 RAM 1500 Laramie,2019,RAM,32504,28111,410,3.9,1
2019 RAM 1500 Classic SLT,2019,RAM,11234,24111,410,3.9,1
2020 RAM 1500 Big Horn,2020,RAM,5332,28711,410,3.9,1
2019 RAM 1500 Rebel,2019,RAM,37373,36998,410,3.9,1
2016 Ford F-250 Lariat,2016,Ford,120625,35998,410,3.9,0
2019 RAM 1500 Big Horn,2019,RAM,32922,28998,410,3.9,1
2019 RAM 1500 Big Horn,2019,RAM,23851,28911,410,3.9,1
2017 Nissan Titan Platinum Reserve,2017,Nissan,41100,36499,469,4.7,2
2019 Ford F-250 Super Duty,2019,Ford,62323,54870,16,3.3,0
2017 Nissan Titan SL,2017,Nissan,54051,29987,14,4.9,2
2007 Chevrolet Avalanche LT,2007,Chevrolet,37147,19995,3,3.0,6
2010 Ford F-150 SuperCrew,2010,Ford,130558,11999,108,3.8,0
2007 Ford Explorer Sport Trac Limited,2007,Ford,116351,11995,3,3.0,0
2017 Nissan Titan PRO-4X,2017,Nissan,78667,33190,2546,4.9,2
2007 Cadillac Escalade EXT,2007,Cadillac,163853,13999,17,3.4,9
2020 GMC Sierra 1500 SLT,2020,GMC,3738,49987,2374,4.8,4
2017 RAM 1500 Rebel,2017,RAM,61281,32999,57,4.6,1
2012 Nissan Titan SV,2012,Nissan,116416,12999,57,4.6,2
2018 RAM 3500 Tradesman,2018,RAM,31188,41482,7,3.3,1
2017 Ford F-250 XLT,2017,Ford,36710,38788,320,4.8,0
2016 Nissan Titan XD Platinum Reserve,2016,Nissan,27417,39888,890,4.7,2
2013 Ford F-250 Lariat,2013,Ford,68060,33512,151,4.4,0
2016 Ford F-250 Lariat,2016,Ford,83663,37495,60,4.2,0
2006 Hummer H2 SUT,2006,Hummer,85823,24999,162,4.3,8
2010 Ford F-150 XLT,2010,Ford,81833,16617,0,0.0,0
2019 RAM 1500 Laramie,2019,RAM,23656,39999,8,1.9,1
2019 RAM 1500 Big Horn,2019,RAM,35576,36990,670,4.2,1
2013 Ford F-250 XLT,2013,Ford,155353,21995,30,2.3,0
2019 GMC Sierra 1500 AT4,2019,GMC,16318,53473,250,4.8,4
2011 Cadillac Escalade EXT Premium,2011,Cadillac,68356,29981,317,4.5,9
2016 Nissan Titan XD Platinum Reserve,2016,Nissan,50365,37995,9,4.4,2
2019 Ford F-350 XLT,2019,Ford,59405,49995,9,4.4,0
2017 Chevrolet Silverado 3500 LT,2017,Chevrolet,104213,40995,282,3.3,6
2016 Ford F-150 Lariat,2016,Ford,42200,37995,282,3.3,0
2016 Ford F-250 XL,2016,Ford,37005,34179,203,3.7,0
2016 Toyota Tundra SR5,2016,Toyota,38270,31980,3327,3.6,3
2017 Ford F-150 XLT,2017,Ford,24322,34997,159,4.6,0
2019 Chevrolet Silverado 2500 LT,2019,Chevrolet,23581,44400,100,4.4,6
2014 Ford F-350 Super Duty,2014,Ford,63587,34995,31,2.0,0
2009 Chevrolet Silverado 1500 LTZ,2009,Chevrolet,129483,16681,560,4.4,6
2006 Hummer H2 SUT,2006,Hummer,98627,24662,394,3.2,8
2011 Chevrolet Silverado 1500 LT,2011,Chevrolet,89077,13654,1366,4.6,6
2015 Ford F-250 Platinum,2015,Ford,59872,50000,1366,4.6,0
2018 RAM 1500 Sport,2018,RAM,23838,36000,1562,4.0,1
2018 GMC Sierra 1500 Denali,2018,GMC,34765,38995,2560,4.8,4
2017 Chevrolet Silverado 1500 Custom,2017,Chevrolet,47753,28119,0,0.0,6
2011 Ford F-150 XLT,2011,Ford,98000,19990,7,4.1,0
2019 RAM 1500 Laramie,2019,RAM,32835,44995,56,4.8,1
2017 RAM 1500 Big Horn,2017,RAM,30754,30260,3328,3.6,1
2020 RAM 1500 Rebel,2020,RAM,14520,48503,521,4.1,1
2017 GMC Sierra 1500 Denali,2017,GMC,43406,42999,10,4.4,4
2017 Nissan Titan SL,2017,Nissan,62650,31912,54,4.7,2
2017 Ford F-250 XLT,2017,Ford,64414,39900,41,4.6,0
2017 Ford F-250 XLT,2017,Ford,80834,37900,41,4.6,0
2019 RAM 1500 Laramie,2019,RAM,32755,44499,100,4.3,1
2017 Nissan Titan SL,2017,Nissan,54363,32487,100,4.3,2
2014 Toyota Tundra 1794,2014,Toyota,76965,33987,100,4.3,3
2007 Toyota Tundra SR5,2007,Toyota,151988,12995,0,0.0,3
2017 Ford F-150 XL,2017,Ford,50393,33121,34,4.1,0
2019 Ford F-150 XLT,2019,Ford,22806,37590,1806,4.3,0
2020 RAM 1500 Rebel,2020,RAM,10274,49911,791,5.0,1
2020 Ford F-250 XLT,2020,Ford,4115,46900,17,4.1,0
2019 Ford F-250 Super Duty,2019,Ford,12348,43900,291,4.8,0
2018 Ford F-150 XLT,2018,Ford,27469,36984,35,4.8,0
2016 Ford F-150 XLT,2016,Ford,104554,24995,5,5.0,0
2019 RAM 1500 Big Horn,2019,RAM,25309,37996,375,4.8,1
2019 GMC Sierra 1500 SLE,2019,GMC,9653,38707,375,4.8,4
2018 GMC Sierra 1500 SLT,2018,GMC,51760,37989,375,4.8,4
2017 Nissan Titan Platinum Reserve,2017,Nissan,40446,37595,1,5.0,2
2017 GMC Sierra 1500 SLT,2017,GMC,23081,37500,0,0.0,4
2019 Nissan Titan PRO-4X,2019,Nissan,11786,43474,36,4.5,2
2017 Nissan Titan SL,2017,Nissan,49986,32800,43,4.1,2
2017 RAM 1500 Laramie,2017,RAM,40924,33644,223,4.8,1
2008 Cadillac Escalade EXT,2008,Cadillac,66383,23987,72,4.5,9
2020 RAM 1500 Big Horn,2020,RAM,17500,40944,321,4.0,1
2010 Ford F-250 XLT,2010,Ford,130000,22900,184,4.8,0
2019 RAM 1500 Longhorn,2019,RAM,29346,49880,3327,3.6,1
2018 Ford F-150 XLT,2018,Ford,36475,33261,126,4.6,0
2007 Dodge Dakota Laramie,2007,Dodge,120687,9990,0,0.0,5
2012 Ford F-150 FX2,2012,Ford,44524,23200,185,4.9,0
2017 Ford F-250 XLT,2017,Ford,51734,38850,185,4.9,0
2018 RAM 1500 Rebel,2018,RAM,40812,36995,87,3.8,1
2008 Dodge Ram 1500 SLT,2008,Dodge,165533,7295,12,2.0,5
2017 Ford F-150 XLT,2017,Ford,54816,30975,29,4.2,0
2009 Ford F-150 XL SuperCrew,2009,Ford,118874,12995,12,2.0,0
2006 Lincoln Mark LT,2006,Lincoln,153136,8495,12,2.0,7
2017 Nissan Titan S,2017,Nissan,39739,28995,199,4.5,2
2019 Ford F-150 XL,2019,Ford,25402,33995,381,4.4,0
2020 RAM 1500 Big Horn,2020,RAM,7264,37990,954,4.7,1
2017 Ford F-250 Platinum,2017,Ford,49225,63998,1041,3.8,0
2017 Nissan Titan XD SL,2017,Nissan,45770,34797,50,4.2,2
2016 Chevrolet Silverado 1500 LT,2016,Chevrolet,83653,31697,50,4.2,6
2018 Toyota Tundra Limited,2018,Toyota,30678,38448,410,3.9,3
2017 Toyota Tundra SR5,2017,Toyota,37619,34898,410,3.9,3
2010 Ford F-350 XLT,2010,Ford,139549,19999,7,1.0,0
2009 Ford F-150 Lariat SuperCrew,2009,Ford,122086,13998,410,3.9,0
2019 RAM 1500 Laramie,2019,RAM,46077,36111,410,3.9,1
2019 RAM 1500 Limited,2019,RAM,66965,48998,410,3.9,1
2019 RAM 1500 Laramie,2019,RAM,14653,45655,776,4.7,1
2012 GMC Sierra 2500 SLE,2012,GMC,116375,29000,7,1.0,4
2019 GMC Sierra 1500 SLT,2019,GMC,24827,48498,410,3.9,4
2020 RAM 1500 Laramie,2020,RAM,24964,36848,410,3.9,1
2017 Nissan Titan SV,2017,Nissan,50866,26998,410,3.9,2
2020 RAM 1500 Laramie,2020,RAM,14128,31911,410,3.9,1
2019 RAM 1500 Limited,2019,RAM,12129,49998,410,3.9,1
2013 Chevrolet Avalanche LS,2013,Chevrolet,108249,18995,3,3.0,6
2020 Chevrolet Silverado 1500 RST,2020,Chevrolet,9898,53987,14,4.9,6
2015 Chevrolet Silverado 1500 LS,2015,Chevrolet,81350,20000,57,4.6,6
2019 RAM 1500 Laramie,2019,RAM,47773,43969,273,4.7,1
2016 RAM 1500 Big Horn,2016,RAM,111808,15985,0,0.0,1
2013 Chevrolet Avalanche LTZ,2013,Chevrolet,226974,16000,0,0.0,6
2010 Ford F-150 Platinum SuperCrew,2010,Ford,117995,18456,151,4.4,0
2017 Nissan Titan XD PRO-4X,2017,Nissan,71102,34999,311,4.6,2
2015 Chevrolet Silverado 3500 LTZ,2015,Chevrolet,131037,38999,60,4.2,6
2004 Ford F-350 Lariat Super Duty,2004,Ford,179850,14999,0,0.0,0
2019 RAM 1500 Longhorn,2019,RAM,44900,47759,3197,4.3,1
2019 RAM 1500 Big Horn,2019,RAM,13881,38990,1069,4.1,1
2013 Ford F-150 XLT,2013,Ford,90505,22900,8,1.9,0
2020 Ford F-150,2020,Ford,16222,31877,670,4.2,0
2010 Toyota Tundra Grade,2010,Toyota,97484,18000,2252,4.6,3
2018 Nissan Titan XD PRO-4X,2018,Nissan,41270,41910,295,4.3,2
2016 Nissan Titan XD SV,2016,Nissan,51243,33999,3262,4.9,2
2017 Toyota Tundra TRD Pro,2017,Toyota,67428,34995,30,2.3,3
2013 RAM 1500 Big Horn,2013,RAM,103927,17490,11,3.4,1
2018 Ford F-250 XLT,2018,Ford,59623,38900,81,4.8,0
2017 Nissan Titan SL,2017,Nissan,31560,32223,609,4.7,2
2013 Ford F-250 Lariat,2013,Ford,196901,23999,64,3.7,0
2008 Dodge Ram 1500 ST Quad Cab,2008,Dodge,131156,9999,11,5.0,5
2016 Chevrolet Silverado 1500 LT,2016,Chevrolet,79008,29999,64,3.7,6
2020 RAM 1500 Rebel,2020,RAM,12987,48999,618,4.7,1
2019 Nissan Titan S,2019,Nissan,8217,32900,68,4.4,2
2009 Ford F-150 SuperCrew,2009,Ford,126707,12399,218,4.5,0
2018 Toyota Tundra SR5,2018,Toyota,28000,35781,86,4.1,3
2015 Chevrolet Silverado 1500 LT,2015,Chevrolet,46056,27999,64,4.4,6
2019 RAM 1500 Limited,2019,RAM,55798,45987,2,3.5,1
2020 RAM 1500 Limited,2020,RAM,8077,57200,209,4.7,1
2019 GMC Sierra 1500 Denali,2019,GMC,12844,50577,31,4.2,4
2019 RAM 1500 Big Horn,2019,RAM,30892,35000,461,4.8,1
2019 GMC Sierra 1500 SLT,2019,GMC,18302,51991,1371,4.9,4
2017 GMC Sierra 1500 SLT,2017,GMC,30751,35500,461,4.8,4
2019 RAM 1500 Limited,2019,RAM,24493,51500,1562,4.0,1
2017 Chevrolet Silverado 1500 LT,2017,Chevrolet,63170,33000,519,4.7,6
2012 Chevrolet Avalanche 1500 LTZ,2012,Chevrolet,119096,20500,519,4.7,6
2019 Nissan Titan SV,2019,Nissan,23745,40995,56,4.8,2
2019 Chevrolet Silverado 2500 LT,2019,Chevrolet,22603,44995,56,4.8,6
2019 Ford F-250 XLT,2019,Ford,24378,50595,56,4.8,0
2019 RAM 1500 Big Horn,2019,RAM,24838,37990,4009,4.3,1
2012 GMC Sierra 1500 SLE,2012,GMC,50931,24830,3328,3.6,4
2019 RAM 1500 Limited,2019,RAM,32410,52485,521,4.1,1
2020 RAM 1500 Limited,2020,RAM,11386,55595,22,4.2,1
2014 Chevrolet Silverado 1500 LTZ,2014,Chevrolet,123850,29985,32,4.3,6
2019 Chevrolet Silverado 1500 RST,2019,Chevrolet,21116,44588,923,4.8,6
2010 GMC Sierra 1500 SLT,2010,GMC,132075,18990,137,4.7,4
2016 GMC Sierra 2500 SLE,2016,GMC,69152,38240,54,4.7,4
2019 RAM 1500 Longhorn,2019,RAM,72059,42785,54,4.7,1
2019 RAM 1500 Laramie,2019,RAM,10990,43997,100,4.3,1
2018 Nissan Titan SV,2018,Nissan,18922,32026,31,4.8,2
2018 RAM 1500 Big Horn,2018,RAM,18057,34190,457,4.7,1
2019 Ford F-450 XL,2019,Ford,54595,56981,917,4.9,0
2020 Chevrolet Silverado 1500 LT,2020,Chevrolet,6361,37688,947,4.8,6
2019 Ford F-450 XL,2019,Ford,44761,51152,34,4.1,0
2015 GMC Sierra 3500 Denali,2015,GMC,91780,48995,104,4.4,4
2019 GMC Sierra 1500 Denali,2019,GMC,32135,52511,47,4.8,4
2018 RAM 1500 Lone Star,2018,RAM,45536,41162,0,0.0,1
2017 RAM 1500 Big Horn,2017,RAM,35555,32680,74,4.0,1
2020 Chevrolet Silverado 1500 RST,2020,Chevrolet,5048,49970,68,4.8,6
2017 Ford F-150 XLT,2017,Ford,46393,34110,6237,4.7,0
2020 GMC Sierra 1500 SLE,2020,GMC,2808,34991,478,4.1,4
2019 Ford F-250 Lariat,2019,Ford,51710,49115,100,4.6,0
2019 Nissan Titan S,2019,Nissan,9110,33999,117,3.8,2
2020 RAM 1500 Longhorn,2020,RAM,3206,54900,114,4.7,1
2019 GMC Sierra 1500 Denali,2019,GMC,5788,54900,114,4.7,4
2017 Nissan Titan PRO-4X,2017,Nissan,45241,36444,8,3.4,2
2017 Ford F-250 Platinum,2017,Ford,32100,64444,204,4.6,0
2013 Chevrolet Silverado 1500 LT,2013,Chevrolet,78537,21999,375,4.8,6
2018 GMC Sierra 1500 SLT,2018,GMC,31955,39999,375,4.8,4
2017 Nissan Titan SL,2017,Nissan,66015,26797,375,4.8,2
2007 Lincoln Mark LT,2007,Lincoln,113880,13822,9,4.1,7
2019 RAM 1500 Big Horn,2019,RAM,24617,36499,228,4.7,1
2010 Chevrolet Avalanche 1500 LTZ,2010,Chevrolet,174087,14995,13,3.9,6
2020 RAM 2500 Limited,2020,RAM,12930,58500,13,4.7,1
2019 Nissan Titan SV,2019,Nissan,7809,31990,3983,4.3,2
2008 Chevrolet Silverado 2500 Work Truck H/D Crew Cab,2008,Chevrolet,72713,27990,13,3.7,6
2014 Chevrolet Silverado 1500 LTZ,2014,Chevrolet,92178,30975,133,4.8,6
2015 Chevrolet Silverado 1500 LTZ,2015,Chevrolet,43815,34400,89,4.0,6
2018 Ford F-150 XLT,2018,Ford,43653,33020,126,4.6,0
2017 GMC Sierra 1500 Denali,2017,GMC,47600,40123,90,4.5,4
2019 Toyota Tundra SR5,2019,Toyota,31473,37513,242,4.4,3
2005 Ford F-350 Lariat Super Duty,2005,Ford,149435,14900,3,3.7,0
2020 RAM 1500 Rebel,2020,RAM,5308,48998,3,2.3,1
2020 RAM 1500 Rebel,2020,RAM,4138,49448,3,2.3,1
2019 Chevrolet Silverado 1500 LT Trail Boss,2019,Chevrolet,24635,49498,3,2.3,6
2020 Nissan Titan PRO-4X,2020,Nissan,4330,52995,1101,4.5,2
2017 GMC Sierra 1500 SLT,2017,GMC,53100,34900,149,4.9,4
2017 RAM 1500 Express,2017,RAM,28210,26734,776,4.7,1
2019 RAM 1500 Classic Warlock,2019,RAM,18945,34998,410,3.9,1
2006 Hummer H2 SUT,2006,Hummer,203427,16637,7,1.0,8
2019 RAM 1500 Laramie,2019,RAM,59616,36998,410,3.9,1
2019 Toyota Tundra SR5,2019,Toyota,26315,38188,410,3.9,3
2019 RAM 1500 Longhorn,2019,RAM,34000,51498,410,3.9,1
2016 Chevrolet Silverado 1500 LT,2016,Chevrolet,59123,35222,190,4.8,6
2004 Chevrolet Avalanche 1500,2004,Chevrolet,77242,10995,3,3.0,6
2020 Ford F-250 Lariat,2020,Ford,14244,58991,2532,4.7,0
2018 Ford F-150,2018,Ford,27505,33995,4,4.0,0
2017 Nissan Titan SL,2017,Nissan,31196,34498,135,4.7,2
2020 RAM 1500 Rebel,2020,RAM,25709,40227,717,3.6,1
2020 Ford F-150 Lariat,2020,Ford,13727,38677,717,3.6,0
2019 Ford F-350 XLT,2019,Ford,14504,58580,320,4.8,0
2016 Nissan Titan XD Platinum Reserve,2016,Nissan,55035,29999,64,4.8,2
2020 Ford F-250 XLT,2020,Ford,20330,45399,782,4.7,0
2019 Nissan Titan SV,2019,Nissan,8304,34990,3981,4.3,2
2017 Ford F-150 Lariat,2017,Ford,29332,38039,0,0.0,0
2003 Dodge Ram 1500 SLT/Laramie Quad Cab,2003,Dodge,120256,8500,0,0.0,5
2020 RAM 1500 Rebel,2020,RAM,24219,41477,670,4.2,1
2016 RAM 1500 Tradesman,2016,RAM,59724,26950,8,1.9,1
2019 Nissan Titan SL,2019,Nissan,10181,36780,2524,4.5,2
2019 GMC Sierra 2500 Denali,2019,GMC,33886,62763,295,4.3,4
2012 Toyota Tundra Grade,2012,Toyota,100612,19895,30,2.3,3
2018 Ford F-150 XLT,2018,Ford,65697,33995,30,2.3,0
2015 Nissan Titan SV,2015,Nissan,75141,24179,40,4.5,2
2018 Ford F-150 XLT,2018,Ford,40030,29970,81,4.1,0
2017 RAM 1500 Laramie,2017,RAM,67855,33500,101,4.3,1
2016 GMC Sierra 1500 Denali,2016,GMC,65998,37543,596,4.9,4
2019 GMC Sierra 1500 SLT,2019,GMC,4100,43185,596,4.9,4
2016 Chevrolet Silverado 1500 LT,2016,Chevrolet,49410,37882,317,4.5,6
2019 RAM 1500 Big Horn,2019,RAM,28478,39495,317,4.5,1
2019 RAM 1500 Big Horn,2019,RAM,23916,39399,618,4.7,1
2016 RAM 1500 Tradesman/Express,2016,RAM,88016,24899,618,4.7,1
2020 RAM 2500 Power Wagon,2020,RAM,12900,51800,68,4.4,1
2014 Ford F-150 SVT Raptor,2014,Ford,40103,45995,9,4.4,0
2018 Toyota Tundra SR5,2018,Toyota,37961,33995,282,3.3,3
2008 Toyota Tundra Base,2008,Toyota,118715,15799,218,4.5,3
2016 RAM 1500 Big Horn,2016,RAM,64782,28995,1,5.0,1
2009 Ford F-150 King Ranch SuperCrew,2009,Ford,147679,11995,83,4.6,0
2017 Nissan Titan SV,2017,Nissan,31615,36999,615,4.3,2
2008 Toyota Tundra SR5,2008,Toyota,146755,13900,15,2.4,3
2018 Chevrolet Silverado 2500 LT,2018,Chevrolet,54740,49995,58,4.7,6
2014 RAM 1500 Laramie,2014,RAM,40175,28988,308,4.6,1
2017 Nissan Titan SL,2017,Nissan,24155,31975,59,3.8,2
2018 Ford F-350 XLT,2018,Ford,56559,50500,461,4.8,0
2017 RAM 1500 Express,2017,RAM,40908,26875,560,4.4,1
2014 Chevrolet Silverado 1500 1LT,2014,Chevrolet,55589,27956,560,4.4,6
2007 Chevrolet Silverado 2500 Work Truck H/D Crew Cab,2007,Chevrolet,29631,19857,394,3.2,6
2017 Ford F-250 XLT,2017,Ford,133000,33900,7,4.1,0
2019 GMC Sierra 1500 Denali,2019,GMC,30446,54995,56,4.8,4
2019 Chevrolet Silverado 1500 RST,2019,Chevrolet,17916,49995,56,4.8,6
2012 Ford F-250 XL,2012,Ford,128020,27783,1758,4.8,0
2007 Toyota Tundra SR5,2007,Toyota,59105,15990,32,4.3,3
2013 Nissan Titan PRO-4X,2013,Nissan,137406,16990,32,4.3,2
2019 GMC Sierra 1500 SLT,2019,GMC,9746,52950,223,4.8,4
2017 GMC Sierra 1500 SLT,2017,GMC,36158,38964,54,4.7,4
2020 Ford F-150 XLT,2020,Ford,13959,37254,54,4.7,0
2017 RAM 2500 Tradesman,2017,RAM,67073,29755,54,4.7,1
2017 RAM 1500 Sport,2017,RAM,33580,34487,100,4.3,1
2016 Ford F-250 XLT,2016,Ford,77900,32990,15,4.5,0
2017 RAM 2500 Power Wagon,2017,RAM,40381,46987,100,4.3,1
2018 Nissan Titan PRO-4X,2018,Nissan,21311,39534,15,5.0,2
2011 Dodge Ram 1500 Big Horn,2011,Dodge,103302,16492,9,3.9,5
2018 Nissan Titan SL,2018,Nissan,72587,32230,43,4.3,2
2017 Ford F-150 Platinum,2017,Ford,52166,41995,104,4.4,0
2019 RAM 1500 Big Horn,2019,RAM,32758,38595,104,4.4,1
2005 Dodge Ram 1500 SLT,2005,Dodge,137840,9995,29,3.7,5
2019 Chevrolet Silverado 2500 LT,2019,Chevrolet,33881,44450,13,4.7,6
2019 Chevrolet Silverado 2500 LT,2019,Chevrolet,43244,46995,3,3.7,6
2018 Ford F-150 XLT,2018,Ford,25041,34990,1806,4.3,0
2017 Nissan Titan SL,2017,Nissan,42710,31798,242,4.7,2
2019 Toyota Tundra Limited,2019,Toyota,30812,42924,100,4.6,3
2018 Ford F-150 XLT,2018,Ford,30170,40833,199,4.8,0
2010 Ford F-150 Lariat SuperCrew,2010,Ford,92469,18955,69,4.6,0
2019 RAM 1500 Big Horn,2019,RAM,18563,37985,3,4.3,1
2017 Toyota Tundra SR5,2017,Toyota,94385,28500,31,4.1,3
2019 RAM 1500 Limited,2019,RAM,25807,55901,35,4.3,1
2017 Nissan Titan S,2017,Nissan,60521,24917,100,4.5,2
2015 GMC Sierra 1500 SLT,2015,GMC,94616,31984,18,4.1,4
2010 Dodge Ram 2500 SLT,2010,Dodge,156621,18995,1,5.0,5
2019 RAM 1500 Big Horn,2019,RAM,31826,38432,1080,4.9,1
2020 Ford F-450 LIMITED,2020,Ford,9916,91995,1,5.0,0
2019 RAM 1500 Laramie,2019,RAM,46788,39548,228,4.7,1
2015 Ford F-250 XL,2015,Ford,185015,15995,342,4.7,0
2019 RAM 1500 Big Horn,2019,RAM,34969,38965,61,4.3,1
2012 Ford F-350,2012,Ford,143477,27995,86,3.7,0
2020 RAM 1500 Laramie,2020,RAM,25260,39952,45,4.0,1
2018 RAM 1500 Laramie,2018,RAM,25438,41980,72,4.5,1
2017 Ford F-350,2017,Ford,105488,37723,157,4.8,0
2014 Ford F-250 Lariat,2014,Ford,76561,48987,72,4.5,0
2020 RAM 1500 Rebel,2020,RAM,6192,48588,9,3.9,1
2019 Nissan Titan XD SV,2019,Nissan,18158,43000,304,4.9,2
2020 Ford F-150 XLT,2020,Ford,20935,37589,510,4.6,0
2020 RAM 1500 Big Horn,2020,RAM,1611,42990,3981,4.3,1
2017 Ford F-250 Lariat,2017,Ford,113669,48563,1,5.0,0
2020 Nissan Titan S,2020,Nissan,4735,34999,314,4.7,2
2017 RAM 1500 Lone Star,2017,RAM,141812,24999,50,2.9,1
2018 Ford F-250 King Ranch,2018,Ford,35194,66500,580,4.9,0
2012 GMC Sierra 1500 SLE,2012,GMC,132731,11900,8,4.1,4
2020 GMC Sierra 1500 SLT,2020,GMC,16187,50990,1895,4.9,4
2018 Ford F-150 Lariat,2018,Ford,21674,40995,381,4.4,0
2016 Chevrolet Silverado 1500 1LT,2016,Chevrolet,85486,21950,8,4.1,6
2018 Toyota Tundra SR5,2018,Toyota,30783,45498,3,2.3,3
2020 Ford F-150 XLT,2020,Ford,17538,43830,69,4.0,0
2017 Nissan Titan SV,2017,Nissan,39792,26990,3982,4.3,2
2018 Chevrolet Silverado 1500 1LT,2018,Chevrolet,1506,34990,3982,4.3,6
2006 Dodge Dakota SLT,2006,Dodge,158572,6999,95,4.3,5
2015 RAM 2500 Tradesman,2015,RAM,43960,25498,7,1.0,1
2018 Chevrolet Silverado 1500 LT,2018,Chevrolet,45756,34998,410,3.9,6
2019 Ford F-150 XLT,2019,Ford,36904,29448,410,3.9,0
2015 RAM 1500 Big Horn,2015,RAM,52979,25999,108,3.8,1
2019 Ford F-150 XLT,2019,Ford,18911,35999,456,4.6,0
2020 Ford F-150 Lariat,2020,Ford,17397,38677,717,3.6,0
2019 RAM 1500 Rebel,2019,RAM,35638,41990,111,3.9,1
2013 GMC Sierra 3500 SLT,2013,GMC,202657,27500,2374,4.8,4
2019 RAM 1500 Limited,2019,RAM,17140,54369,273,4.7,1
2019 RAM 1500 Laramie,2019,RAM,25888,37995,64,4.8,1
2016 Chevrolet Silverado 3500 High Country,2016,Chevrolet,79036,47999,60,4.2,6
2019 Ford F-150 XLT,2019,Ford,40019,29990,1806,4.3,0
2020 RAM 1500 Rebel,2020,RAM,12056,49888,0,0.0,1
2010 Dodge Ram 1500 SLT/Sport/TRX,2010,Dodge,41432,18398,0,0.0,5
2018 GMC Sierra 1500 SLT,2018,GMC,67496,37975,8,1.9,4
2020 RAM 1500 Big Horn,2020,RAM,12723,38977,670,4.2,1
2020 RAM 1500 Rebel,2020,RAM,24130,41977,1069,4.1,1
