Name,Year,Brand,Mileage,Price,Reviews,Rating,BrandNum
2018 Chevrolet Silverado 1500 LT,2018,Chevrolet,13074,39463,21,3.7,6
2017 Ford F-350 Super Duty,2017,Ford,35733,59995,104,4.4,0
2019 Chevrolet Silverado 1500 LT Trail Boss,2019,Chevrolet,28485,47982,1600,4.7,6
2019 Ford F-250 Super Duty,2019,Ford,65127,59895,104,4.4,0
2019 RAM 1500 Laramie,2019,RAM,64947,40995,104,4.4,1
2017 Chevrolet Silverado 1500 LTZ,2017,Chevrolet,58172,41850,53,4.7,6
2007 Chevrolet Silverado 1500 LT2 Crew Cab,2007,Chevrolet,172823,11995,6,3.2,6
2019 GMC Sierra 2500 Denali,2019,GMC,23552,61995,6,3.2,4
2019 Ford F-250 XLT,2019,Ford,46971,47995,6,3.2,0
2019 GMC Sierra 3500 Denali,2019,GMC,27096,65802,116,4.6,4
2018 Ford F-150 XLT,2018,Ford,24632,42995,79,4.6,0
2019 RAM 1500 Limited,2019,RAM,20242,53997,157,4.8,1
2018 Chevrolet Silverado 2500 LTZ,2018,Chevrolet,89875,52995,79,4.6,6
2015 RAM 1500 Big Horn,2015,RAM,72311,29897,58,4.3,1
2009 Ford F-150 SuperCrew,2009,Ford,163747,14508,232,2.3,0
2020 Ford F-250 XLT,2020,Ford,39771,53993,117,3.8,0
2016 Chevrolet Silverado 1500 LT,2016,Chevrolet,83784,29800,513,3.1,6
2018 Ford F-150 XLT,2018,Ford,35537,36500,114,4.7,0
2014 Chevrolet Silverado 1500 LTZ,2014,Chevrolet,86106,37419,8,3.4,6
2009 Dodge Ram 2500 ST,2009,Dodge,113342,16970,10,5.0,5
2019 Ford F-150 XLT,2019,Ford,22806,37590,1806,4.3,0
2015 Chevrolet Silverado 3500 WT,2015,Chevrolet,139840,31000,88,4.6,6
2010 Ford F-150 Lariat SuperCrew,2010,Ford,171546,13650,204,4.6,0
2018 Ford F-150 XLT,2018,Ford,24813,37998,944,4.8,0
2019 RAM 1500 Big Horn,2019,RAM,27428,38399,445,4.8,1
2017 RAM 1500 Big Horn,2017,RAM,74509,30900,1126,4.9,1
2013 Chevrolet Silverado 1500 LT,2013,Chevrolet,154471,22995,13,3.9,6
2015 Chevrolet Silverado 1500 1LT,2015,Chevrolet,63135,31995,141,4.7,6
2016 Chevrolet Silverado 1500 LTZ,2016,Chevrolet,28015,39495,9,4.2,6
2017 RAM 1500 Big Horn,2017,RAM,35546,34111,218,4.9,1
2018 Ford F-150 XLT Super Duty,2018,Ford,24617,41998,0,0.0,0
2017 GMC Sierra 1500 Denali,2017,GMC,25098,39900,89,4.0,4
2015 GMC Sierra 1500 SLT,2015,GMC,63200,32994,5,1.8,4
2018 Chevrolet Silverado 1500 LTZ,2018,Chevrolet,56815,39900,1617,4.7,6
2019 RAM 1500 Limited,2019,RAM,24237,53925,34,4.4,1
2019 Chevrolet Silverado 1500 RST,2019,Chevrolet,7440,46980,3328,3.6,6
2011 Ford F-150 Lariat,2011,Ford,100451,19562,250,4.5,0
2019 Chevrolet Silverado 1500 RST,2019,Chevrolet,14918,43000,2442,4.8,6
2012 Ford F-250 Lariat,2012,Ford,236776,23900,8,4.1,0
2019 Toyota Tundra SR5,2019,Toyota,13869,41590,3982,4.3,3
2018 Ford F-150 XLT,2018,Ford,77453,30217,718,4.7,0
2016 RAM 1500 Big Horn,2016,RAM,50809,29987,14,4.9,1
2011 GMC Sierra 2500 SLT,2011,GMC,101587,32522,190,4.8,4
2016 GMC Sierra 1500 Denali,2016,GMC,58144,37987,14,4.9,4
2017 GMC Sierra 1500 Denali,2017,GMC,43962,44832,135,4.7,4
2019 Chevrolet Silverado 1500 LT Trail Boss,2019,Chevrolet,27892,45249,717,3.6,6
2015 GMC Sierra 1500 SLT,2015,GMC,68219,34587,2374,4.8,4
2018 Chevrolet Silverado 1500 High Country,2018,Chevrolet,47791,43491,22,4.8,6
2016 Ford F-150 Lariat,2016,Ford,76351,36981,102,4.7,0
2019 RAM 1500 Classic Warlock,2019,RAM,5130,30998,53,4.5,1
2019 Chevrolet Silverado 1500 RST,2019,Chevrolet,13872,40500,2337,4.3,6
2006 Toyota Tundra SR5,2006,Toyota,156304,13900,928,4.9,3
2014 Chevrolet Silverado 1500 LT,2014,Chevrolet,88426,24900,796,4.7,6
2016 Chevrolet Silverado 1500 High Country,2016,Chevrolet,92272,33336,151,4.4,6
2017 Toyota Tundra Limited,2017,Toyota,37288,42499,1042,4.5,3
2019 RAM 1500 Laramie,2019,RAM,67767,42275,151,4.4,1
2019 Ford F-150 Lariat,2019,Ford,30544,41590,1806,4.3,0
2018 RAM 1500 Sport,2018,RAM,29876,38099,0,0.0,1
2020 Ford F-150,2020,Ford,15679,33477,670,4.2,0
2016 Chevrolet Silverado 3500 LTZ,2016,Chevrolet,91472,50995,2252,4.6,6
2012 Nissan Titan SV,2012,Nissan,94063,16980,1788,3.6,2
2018 GMC Sierra 1500 SLT,2018,GMC,29199,42950,2252,4.6,4
2019 Chevrolet Silverado 1500 RST,2019,Chevrolet,52606,43499,10,3.8,6
2019 RAM 1500 Big Horn,2019,RAM,9635,34995,528,4.4,1
2017 RAM 1500 Lone Star,2017,RAM,48679,26995,528,4.4,1
2016 GMC Sierra 1500 Denali,2016,GMC,103000,34492,596,4.9,4
2017 GMC Sierra 1500 SLT,2017,GMC,79240,36992,596,4.9,4
2017 GMC Sierra 1500 SLT,2017,GMC,41714,38870,3,5.0,4
2017 Ford F-150 XLT,2017,Ford,31954,42995,4,2.0,0
2017 Chevrolet Silverado 1500 1LT,2017,Chevrolet,59626,33581,317,4.5,6
2018 Ford F-150 XLT,2018,Ford,45397,38990,81,3.3,0
2019 RAM 1500 Rebel,2019,RAM,26586,43942,121,4.7,1
2018 Toyota Tundra Limited,2018,Toyota,24855,43513,0,0.0,3
2019 RAM 2500 Big Horn,2019,RAM,4572,51112,2,3.5,1
2011 Ford F-350 XLT,2011,Ford,147526,25900,15,2.4,0
2017 GMC Sierra 2500 Denali,2017,GMC,66125,55977,59,4.3,4
2019 RAM 1500 Laramie,2019,RAM,5967,46835,3,5.0,1
2017 RAM 1500 Big Horn,2017,RAM,23151,35999,197,4.9,1
2019 RAM 1500 Big Horn,2019,RAM,11758,35993,394,3.2,1
2016 Ford F-150 Lariat,2016,Ford,31083,39397,23,4.2,0
2015 Chevrolet Silverado 1500 LTZ,2015,Chevrolet,68294,34995,2560,4.8,6
2019 Chevrolet Silverado 1500 LT Trail Boss,2019,Chevrolet,25245,42995,2560,4.8,6
2015 Chevrolet Silverado 1500 1LZ,2015,Chevrolet,70224,31575,28,3.7,6
2018 RAM 1500 Laramie,2018,RAM,29039,35389,0,0.0,1
2014 Chevrolet Silverado 1500 LTZ,2014,Chevrolet,143830,24995,0,0.0,6
2019 Nissan Titan XD SV,2019,Nissan,4775,37990,4009,4.3,2
2019 Chevrolet Silverado 1500 LT,2019,Chevrolet,16001,38990,4009,4.3,6
2017 RAM 1500 Express,2017,RAM,28011,29990,4009,4.3,1
2017 Chevrolet Silverado 1500 LTZ,2017,Chevrolet,39018,39995,22,4.2,6
2019 Ford F-250 Lariat,2019,Ford,37636,60952,60,4.2,0
2016 RAM 1500 SLT,2016,RAM,99980,23593,77,4.5,1
2010 Chevrolet Avalanche 1500 LS,2010,Chevrolet,167794,12953,2,4.0,6
2017 RAM 1500 Sport,2017,RAM,30589,38370,54,4.7,1
2019 Ford F-250 Lariat,2019,Ford,83698,58180,54,4.7,0
2018 Ford F-350 Lariat Super Duty,2018,Ford,99068,55930,54,4.7,0
2012 RAM 1500 SLT,2012,RAM,79577,22000,638,4.5,1
2018 RAM 1500 Express,2018,RAM,27052,31987,100,4.3,1
2019 Nissan Titan S,2019,Nissan,27879,35714,3674,5.0,2
2019 RAM 1500 Classic SLT,2019,RAM,26230,34117,81,4.4,1
2015 Chevrolet Silverado 1500 LT,2015,Chevrolet,98639,29990,14,3.9,6
2019 RAM 1500 Classic SLT,2019,RAM,32164,36990,95,4.8,1
2020 RAM 1500 Laramie,2020,RAM,7858,44998,3,2.3,1
2017 RAM 1500 Express,2017,RAM,41598,30200,43,4.3,1
2019 RAM 1500 Laramie,2019,RAM,11760,40990,1806,4.3,1
2019 Nissan Titan SV,2019,Nissan,4853,33903,53,4.7,2
2019 Chevrolet Silverado 1500 Trail Boss,2019,Chevrolet,36391,47997,53,4.7,6
2017 RAM 1500 Big Horn,2017,RAM,90696,24976,12,4.1,1
2020 GMC Sierra 3500 Denali,2020,GMC,34607,67508,6,4.3,4
2020 Chevrolet Silverado 1500 LT,2020,Chevrolet,3256,41364,8,4.0,6
2020 Toyota Tundra Limited,2020,Toyota,5515,49995,80,4.7,3
2018 Chevrolet Silverado 1500 LT,2018,Chevrolet,36098,38900,79,4.6,6
2015 GMC Sierra 1500 SLT,2015,GMC,94243,33897,58,4.3,4
2016 Chevrolet Silverado 2500 Work Truck,2016,Chevrolet,66040,29900,114,4.7,6
2019 GMC Sierra 2500 Denali,2019,GMC,98905,54026,8,2.5,4
2015 GMC Sierra 1500 SLT,2015,GMC,71398,29644,8,2.5,4
2018 RAM 1500 ST,2018,RAM,14292,28555,204,4.6,1
2017 Nissan Titan S,2017,Nissan,99936,23995,271,3.7,2
2017 Ford F-150 XLT,2017,Ford,24239,36987,17,4.5,0
2019 Ford F-250 Lariat,2019,Ford,20173,60980,1,5.0,0
2014 Nissan Titan PRO-4X,2014,Nissan,138124,20995,5,4.8,2
2015 Chevrolet Silverado 2500 WT,2015,Chevrolet,139130,25800,3,3.3,6
2017 RAM 1500 Big Horn,2017,RAM,43947,32210,10,3.6,1
2019 RAM 1500 Big Horn,2019,RAM,16604,40880,10,3.6,1
2012 Ford F-350 Lariat Super Duty,2012,Ford,228117,19995,2,2.5,0
2011 Ford F-150 FX2,2011,Ford,131829,14557,0,0.0,0
2018 Chevrolet Silverado 1500 1LT,2018,Chevrolet,17481,35480,3327,3.6,6
2009 GMC Sierra 1500 SLT,2009,GMC,104528,18991,64,4.9,4
2018 Chevrolet Silverado 1500 LT,2018,Chevrolet,47439,33897,11,5.0,6
2017 Ford F-150 Platinum,2017,Ford,58703,30825,2985,4.9,0
2020 Ford F-150,2020,Ford,26105,44230,8,2.5,0
2016 Ford F-250 XLT,2016,Ford,49348,33489,510,4.6,0
2014 Ford F-150 STX,2014,Ford,136624,20665,525,4.6,0
2019 RAM 1500 Limited,2019,RAM,25125,52785,77,4.6,1
2019 GMC Sierra 1500 SLT,2019,GMC,8567,46400,32,4.5,4
2020 RAM 1500 Laramie,2020,RAM,24423,38745,36,2.3,1
2018 Toyota Tundra SR5,2018,Toyota,55304,36000,2442,4.8,3
2019 Chevrolet Silverado 1500 High Country,2019,Chevrolet,11333,52587,8,4.1,6
2018 Nissan Titan SV,2018,Nissan,24149,35990,711,4.9,2
2020 RAM 1500 Classic SLT,2020,RAM,20112,27998,3,2.3,1
2015 Ford F-250 Lariat Super Duty,2015,Ford,132449,39983,59,4.8,0
2020 GMC Sierra 2500 AT4,2020,GMC,5494,79998,3,2.3,4
2016 GMC Sierra 2500 SLE,2016,GMC,75715,42890,59,4.8,4
2017 RAM 1500 Big Horn,2017,RAM,54923,32500,9,5.0,1
2019 RAM 1500 Big Horn,2019,RAM,17053,34990,3982,4.3,1
2019 Nissan Titan SV,2019,Nissan,12072,38990,3982,4.3,2
2018 Chevrolet Silverado 1500 LT,2018,Chevrolet,7617,39995,35,4.8,6
2017 Chevrolet Silverado 1500 1LT,2017,Chevrolet,42752,35988,9,3.7,6
2020 Chevrolet Silverado 1500 LT,2020,Chevrolet,16161,38696,776,4.7,6
2013 RAM 1500 SLT,2013,RAM,68966,21455,190,4.8,1
2018 Chevrolet Silverado 1500 LT,2018,Chevrolet,9950,39987,14,4.9,6
2019 RAM 1500 Laramie,2019,RAM,11861,46987,14,4.9,1
2020 Chevrolet Silverado 1500 LT,2020,Chevrolet,16269,38987,2374,4.8,6
2018 Chevrolet Silverado 1500 1LT,2018,Chevrolet,8089,35433,135,4.7,6
2020 Ford F-150 Lariat,2020,Ford,22621,42677,717,3.6,0
2019 RAM 1500 Limited,2019,RAM,36988,50500,890,4.7,1
2018 Toyota Tundra Limited,2018,Toyota,28773,45440,179,4.8,3
2017 Ford F-150 Lariat,2017,Ford,17575,42000,17,3.9,0
2019 Ford F-250 XL,2019,Ford,17945,64995,3197,4.3,0
2016 RAM 1500 Longhorn,2016,RAM,92038,29787,3197,4.3,1
2019 RAM 1500 Big Horn,2019,RAM,16382,44249,956,4.7,1
2019 RAM 1500 Laramie,2019,RAM,29546,49993,3197,4.3,1
2020 RAM 1500 Laramie,2020,RAM,9793,48480,1788,3.6,1
2016 RAM 1500 SLT,2016,RAM,64996,26000,2252,4.6,1
2019 Chevrolet Silverado 1500 LTZ,2019,Chevrolet,12733,51000,33,3.8,6
2013 Ford F-250 XL,2013,Ford,103204,19999,64,3.7,0
2019 GMC Sierra 1500 SLT,2019,GMC,7330,48992,596,4.9,4
2019 GMC Sierra 1500 Denali,2019,GMC,24001,56303,596,4.9,4
2019 GMC Sierra 1500 Denali,2019,GMC,34445,56992,317,4.5,4
2017 GMC Sierra 1500 Denali,2017,GMC,41178,48000,359,4.7,4
2019 Ford F-250 Lariat,2019,Ford,21593,62416,64,4.1,0
2016 GMC Sierra 2500 Denali,2016,GMC,111959,45995,282,3.3,4
2016 Chevrolet Silverado 2500 WT,2016,Chevrolet,59939,31991,5434,4.9,6
2020 RAM 1500 Laramie,2020,RAM,24486,38299,77,4.0,1
2017 GMC Sierra 1500 SLT,2017,GMC,30215,36649,1745,4.7,4
2020 Chevrolet Silverado 1500 LT Trail Boss,2020,Chevrolet,1657,54526,1745,4.7,6
2019 Nissan Titan SV,2019,Nissan,20735,37158,1415,4.9,2
2017 Ford F-150 XLT,2017,Ford,34346,32488,140,4.5,0
2018 GMC Sierra 1500 SLT,2018,GMC,86312,33995,2560,4.8,4
2017 Chevrolet Silverado 1500 LT,2017,Chevrolet,66924,31495,2560,4.8,6
2017 Ford F-150 XL,2017,Ford,24581,35439,347,4.8,0
2016 Ford F-250 Lariat,2016,Ford,52091,49989,4,3.3,0
2019 Nissan Titan SL,2019,Nissan,6859,44193,937,2.7,2
2019 Ford F-150,2019,Ford,33464,47995,56,4.8,0
2019 RAM 1500 Big Horn,2019,RAM,20317,36990,4009,4.3,1
2019 RAM 1500 Big Horn,2019,RAM,12500,36990,4009,4.3,1
2019 Chevrolet Silverado 1500 LTZ,2019,Chevrolet,33543,49995,56,4.8,6
2013 Ford F-150 Lariat Super Duty,2013,Ford,144810,23995,56,4.8,0
2018 RAM 1500 Laramie,2018,RAM,20076,36995,56,4.8,1
2017 GMC Sierra 1500 Denali,2017,GMC,36021,44995,60,4.2,4
2019 Ford F-150 King Ranch,2019,Ford,14813,52480,1775,3.6,0
2018 Ford F-150 XLT,2018,Ford,46440,28980,1775,3.6,0
2016 Toyota Tundra SR,2016,Toyota,114866,17999,1904,4.8,3
2014 GMC Sierra 2500 Denali,2014,GMC,121228,39224,54,4.7,4
2014 Ford F-150 Lariat,2014,Ford,77469,27998,114,4.6,0
2015 Chevrolet Silverado 1500 1LT,2015,Chevrolet,173952,22995,1,5.0,6
2015 GMC Sierra 1500 SLT,2015,GMC,74258,33987,100,4.3,4
2018 GMC Sierra 1500 Denali,2018,GMC,42563,46996,99,4.7,4
2017 GMC Sierra 1500 SLT,2017,GMC,51770,41994,99,4.7,4
2019 RAM 1500 Laramie,2019,RAM,31901,41777,81,4.4,1
2017 Ford F-150 XLT,2017,Ford,39882,37986,852,4.9,0
2019 RAM 1500 Limited,2019,RAM,18466,51898,2,3.0,1
2019 RAM 1500 Big Horn,2019,RAM,23967,39286,2,4.5,1
2018 Ford F-150 XLT,2018,Ford,52865,33889,34,4.1,0
2018 RAM 1500 SLT,2018,RAM,76364,26588,15,4.2,1
2019 Chevrolet Silverado 1500 LT Trail Boss,2019,Chevrolet,29732,46982,1600,4.7,6
2016 Ford F-250 Lariat,2016,Ford,50546,50995,104,4.4,0
2019 Chevrolet Silverado 3500 WT,2019,Chevrolet,42341,47995,104,4.4,6
2016 Ford F-250 Lariat,2016,Ford,77075,45995,3,3.7,0
2019 RAM 1500 Big Horn,2019,RAM,20656,39700,4,5.0,1
2019 Ford F-250 Lariat,2019,Ford,15928,64494,142,4.8,0
2017 Chevrolet Silverado 1500 LTZ,2017,Chevrolet,54372,39995,80,4.7,6
2020 Chevrolet Silverado 1500 LTZ,2020,Chevrolet,16323,49995,80,4.7,6
2019 Toyota Tundra Limited,2019,Toyota,21115,46878,13,4.0,3
2020 RAM 1500 Laramie,2020,RAM,11927,42995,100,4.6,1
2019 GMC Sierra 3500 Base,2019,GMC,81919,47897,58,4.3,4
2007 Chevrolet Avalanche LT,2007,Chevrolet,186788,12900,1,5.0,6
2017 Ford F-150 XLT,2017,Ford,31742,35999,204,4.6,0
2019 Chevrolet Silverado 1500 LTZ,2019,Chevrolet,21486,48000,30,4.1,6
2019 RAM 1500 Longhorn,2019,RAM,6045,49997,32,3.7,1
2019 Chevrolet Silverado 1500 LT Trail Boss,2019,Chevrolet,30060,44997,32,3.7,6
2018 Ford F-150 XLT,2018,Ford,52725,34980,522,1.0,0
2013 Chevrolet Silverado 1500 Work Truck,2013,Chevrolet,78144,23854,31,4.5,6
2017 RAM 1500 SLT,2017,RAM,70751,31990,10,4.2,1
2019 RAM 1500 Big Horn,2019,RAM,22934,40500,43,4.1,1
2016 Chevrolet Silverado 1500 LT,2016,Chevrolet,88990,30995,86,3.7,6
2017 RAM 1500 Big Horn,2017,RAM,18630,34990,13,3.7,1
2017 Ford F-350 XLT,2017,Ford,69326,49990,157,4.8,0
2014 Toyota Tundra SR5,2014,Toyota,119908,24729,31,4.3,3
2011 Toyota Tundra Limited,2011,Toyota,105130,26000,211,4.6,3
2010 Dodge Ram 1500 SLT,2010,Dodge,172174,10888,10,4.9,5
2019 Chevrolet Silverado 1500 High Country,2019,Chevrolet,16653,53544,133,4.8,6
2020 GMC Sierra 1500 SLT,2020,GMC,3601,54900,1617,4.7,4
2018 RAM 1500 Longhorn,2018,RAM,43652,43942,169,4.2,1
2017 Chevrolet Silverado 1500 2LZ,2017,Chevrolet,22590,38500,32,4.5,6
2014 GMC Sierra 1500 SLT,2014,GMC,121123,26881,1,5.0,4
2016 RAM 1500 Tradesman,2016,RAM,84849,25500,87,3.8,1
2019 RAM 1500 Big Horn,2019,RAM,8459,39590,1811,4.3,1
2019 Chevrolet Silverado 1500 High Country,2019,Chevrolet,19191,54986,20,4.3,6
2018 RAM 2500 Tradesman,2018,RAM,9997,42987,8,4.1,1
2019 Ford F-150 XLT,2019,Ford,28301,39900,0,0.0,0
2017 RAM 1500 Express,2017,RAM,28011,29990,3982,4.3,1
2020 RAM 1500 Classic SLT,2020,RAM,14760,35289,776,4.7,1
2018 Ford F-150 XLT,2018,Ford,43608,34870,16,3.3,0
2015 Chevrolet Silverado 1500 WT,2015,Chevrolet,220429,15422,190,4.8,6
2020 Ford F-150 Lariat,2020,Ford,21396,44463,7,3.3,0
2018 Ford F-150 XLT,2018,Ford,27492,39143,7,3.3,0
2016 Chevrolet Silverado 1500 LTZ,2016,Chevrolet,169121,27980,1586,4.6,6
2013 Chevrolet Silverado 1500 LT,2013,Chevrolet,109648,17900,0,0.0,6
2015 GMC Sierra 2500 Denali,2015,GMC,59117,52980,403,4.6,4
2016 Chevrolet Silverado 2500 LTZ,2016,Chevrolet,55874,50000,21,4.7,6
2008 Ford F-150 60th Anniversary SuperCrew,2008,Ford,170692,9995,12,4.6,0
2018 Chevrolet Silverado 1500 Custom,2018,Chevrolet,38190,32169,151,4.4,6
2015 GMC Sierra 1500 SLT,2015,GMC,76238,32300,17,3.9,4
2016 Chevrolet Silverado 1500 1LT,2016,Chevrolet,84625,27900,2337,4.3,6
2017 GMC Sierra 1500 Denali,2017,GMC,54460,44384,295,4.3,4
2018 RAM 1500 Longhorn,2018,RAM,71806,39992,8,5.0,1
2019 RAM 1500 Big Horn,2019,RAM,35049,39777,36,3.9,1
2019 RAM 1500 Big Horn,2019,RAM,8044,41500,141,4.9,1
2017 Ford F-150 XLT,2017,Ford,37426,33995,3248,4.4,0
2018 Ford F-250 Platinum,2018,Ford,52099,64999,64,3.7,0
2019 RAM 1500 Laramie,2019,RAM,14892,45992,609,4.7,1
2020 Chevrolet Silverado 1500 LT,2020,Chevrolet,27114,34992,356,3.8,6
2016 Ford F-250 XLT,2016,Ford,73145,39985,4,2.0,0
2017 Ford F-250 Platinum,2017,Ford,98185,54995,282,3.3,0
2010 Dodge Ram 1500 SLT,2010,Dodge,201056,10999,282,3.3,5
2015 RAM 1500 SLT,2015,RAM,72271,18495,282,3.3,1
2015 Chevrolet Silverado 1500 LTZ,2015,Chevrolet,79632,31577,26,4.2,6
2014 RAM 1500 Sport,2014,RAM,87128,30999,243,4.8,1
2005 Ford F-150 XLT SuperCrew,2005,Ford,176597,4995,40,3.0,0
2018 Ford F-150 XLT,2018,Ford,68964,33595,1,3.0,0
2019 Chevrolet Silverado 1500 LT Trail Boss,2019,Chevrolet,10751,50998,2,4.5,6
2017 Toyota Tundra Limited,2017,Toyota,35331,39990,3349,4.3,3
2012 RAM 1500 SLT,2012,RAM,69201,16900,15,2.4,1
2019 RAM 1500 Big Horn,2019,RAM,20794,41999,0,0.0,1
2016 Toyota Tundra Platinum,2016,Toyota,42992,39800,515,4.8,3
2017 GMC Sierra 1500 SLT,2017,GMC,88414,32457,394,3.2,4
2016 Chevrolet Silverado 1500 LTZ,2016,Chevrolet,86478,33495,2560,4.8,6
2019 GMC Sierra 3500 Denali,2019,GMC,32339,60995,2560,4.8,4
2015 GMC Sierra 1500 SLT,2015,GMC,55529,35995,2560,4.8,4
2017 Chevrolet Silverado 3500 LTZ,2017,Chevrolet,55993,51995,2560,4.8,6
2015 RAM 1500 SLT,2015,RAM,63000,25900,7,4.1,1
2013 RAM 1500 Tradesman/Express,2013,RAM,126578,19995,0,0.0,1
2015 Chevrolet Silverado 1500 2LT,2015,Chevrolet,78832,29860,627,4.8,6
2018 GMC Sierra 1500 SLT,2018,GMC,19154,44480,1775,3.6,4
2018 GMC Sierra 1500 SLT,2018,GMC,20730,42980,1775,3.6,4
2017 Chevrolet Silverado 1500 Custom,2017,Chevrolet,22272,32980,1775,3.6,6
2015 Ford F-350 Lariat Super Duty,2015,Ford,131450,39770,54,4.7,0
2019 Nissan Titan SV,2019,Nissan,12661,36200,332,4.8,2
2018 Chevrolet Silverado 1500 High Country,2018,Chevrolet,69068,42448,393,3.4,6
2016 RAM 1500 Tradesman,2016,RAM,88068,25770,30,4.6,1
2019 RAM 1500 Big Horn,2019,RAM,29768,36480,1775,3.6,1
2018 Ford F-150 XLT,2018,Ford,17647,38490,58,4.8,0
2020 GMC Sierra 1500 SLT,2020,GMC,4117,43988,15,4.2,4
2018 RAM 2500 Power Wagon,2018,RAM,37812,47982,1600,4.7,1
2017 Ford F-150 XLT,2017,Ford,32101,36995,104,4.4,0
2019 Ford F-150 XLT,2019,Ford,9098,38488,1600,4.7,0
2018 Chevrolet Silverado 1500 High Country,2018,Chevrolet,59368,42995,104,4.4,6
2019 Ford F-250 Lariat,2019,Ford,35326,62995,104,4.4,0
2014 Chevrolet LTZ,2014,Chevrolet,91907,32874,71,4.5,6
2017 Toyota Tundra SR5,2017,Toyota,93293,30425,22,4.2,3
2017 Ford F-150 XLT,2017,Ford,62417,32595,6,3.2,0
2019 Chevrolet Silverado 2500 High Country,2019,Chevrolet,10026,61995,3,3.7,6
2011 Dodge Ram 1500,2011,Dodge,170097,13995,0,0.0,5
2019 Chevrolet Silverado 1500 LT,2019,Chevrolet,18203,40521,136,4.7,6
2016 Chevrolet Silverado 1500 LTZ,2016,Chevrolet,113765,36995,79,4.6,6
2015 GMC Sierra 1500 SLT,2015,GMC,83693,31500,114,4.7,4
2020 RAM 1500 Laramie,2020,RAM,12500,37795,10,3.8,1
2018 RAM 1500 ST,2018,RAM,15554,34950,35,4.6,1
2014 Chevrolet Silverado 1500 High Country,2014,Chevrolet,97518,31950,35,4.6,6
2013 Chevrolet Silverado 1500 Work Truck,2013,Chevrolet,61654,23854,31,4.5,6
2016 RAM 1500 Tradesman/Express,2016,RAM,88265,23500,1,5.0,1
2014 RAM 1500 Tradesman/Express,2014,RAM,56984,22999,21,4.6,1
2020 RAM 1500 Classic SLT,2020,RAM,28480,34643,4,3.8,1
2020 Chevrolet Silverado 1500 Custom Trail Boss,2020,Chevrolet,14365,44965,20,4.5,6
2018 Ford F-150 XLT,2018,Ford,65780,32900,17,3.5,0
2017 RAM 1500 Express,2017,RAM,35109,29900,80,4.8,1
2020 Chevrolet Silverado 1500 LT,2020,Chevrolet,12171,38973,299,4.1,6
2020 Chevrolet Silverado 1500 LTZ,2020,Chevrolet,5593,48244,133,4.8,6
2019 GMC Sierra 3500 Denali,2019,GMC,30795,63975,133,4.8,4
2019 GMC Sierra 1500 SLT,2019,GMC,16757,47633,133,4.8,4
2018 RAM 1500 Big Horn,2018,RAM,25338,30453,126,4.6,1
2020 Ford F-150 XLT,2020,Ford,33833,33489,510,4.6,0
2019 RAM 1500 Big Horn,2019,RAM,28359,43999,2,3.0,1
2020 RAM 1500 Classic SLT,2020,RAM,10227,29997,1617,4.7,1
2019 Chevrolet Silverado 1500 Custom,2019,Chevrolet,10805,39951,32,4.5,6
2013 Ford F-250 Lariat,2013,Ford,133532,35330,1,5.0,0
2019 Toyota Tundra SR5,2019,Toyota,30841,43485,785,4.8,3
2019 RAM 2500 Tradesman,2019,RAM,18803,41990,711,4.9,1
2017 GMC Sierra 2500 SLT,2017,GMC,35319,56990,711,4.9,4
2018 Ford F-150 XLT,2018,Ford,19318,35990,1806,4.3,0
2016 RAM 1500 Sport,2016,RAM,47685,34495,35,4.8,1
2020 RAM 1500 Laramie,2020,RAM,27601,37698,410,3.9,1
2019 Toyota Tundra SR5,2019,Toyota,29128,40448,410,3.9,3
2018 Toyota Tundra,2018,Toyota,34346,43500,9,4.6,3
2020 RAM 1500 SLT,2020,RAM,3229,30900,3327,3.6,1
2017 Toyota Tundra SR5,2017,Toyota,28845,36998,782,4.7,3
2020 Chevrolet Silverado 1500 Custom,2020,Chevrolet,18181,41800,12,4.3,6
2016 Chevrolet Silverado 2500 LTZ,2016,Chevrolet,93550,46750,403,4.6,6
2020 Ford F-150 XLT,2020,Ford,3114,44900,796,4.7,0
2017 RAM 1500 Sport,2017,RAM,47847,33990,1806,4.3,1
2015 RAM 1500 Big Horn,2015,RAM,47421,32998,929,4.7,1
2020 Ford F-150 Lariat,2020,Ford,22406,39577,1069,4.1,0
2014 Chevrolet Silverado 1500 2LT,2014,Chevrolet,81738,24986,462,4.7,6
2014 Ford F-150 Lariat,2014,Ford,49279,32660,1788,3.6,0
2014 GMC Sierra 1500 Denali,2014,GMC,123154,30596,295,4.3,4
2019 Chevrolet Silverado 1500 High Country,2019,Chevrolet,38647,48500,1476,4.9,6
2019 RAM 1500 Big Horn,2019,RAM,20501,37960,435,4.6,1
2019 RAM 1500 Big Horn,2019,RAM,65359,38991,609,4.7,1
2013 Ford F-150 XLT,2013,Ford,82231,21481,317,4.5,0
2011 Chevrolet Silverado 1500 LTZ,2011,Chevrolet,49934,24841,24,4.1,6
2019 RAM 1500 Classic Big Horn,2019,RAM,26815,35590,81,3.3,1
2019 RAM 1500 Classic Big Horn,2019,RAM,32750,34990,81,3.3,1
2017 GMC Sierra 1500 Denali,2017,GMC,32280,40995,282,3.3,4
2018 RAM 1500 Big Horn,2018,RAM,30000,32120,86,4.1,1
2019 RAM 1500 Big Horn,2019,RAM,13880,34200,26,4.2,1
